202941781455802000,Oklahoma haha you guys do look soo good though.. Congrats to you
202237511832051000,The boys are eating good tonight!! Good man @jesse_fishman for catching these bad boys 
201883665389727000,Great crew last night @shecks @tallywood Tall you look faded as hell man haha 
201789275396780000,Happy mothers day to all you moms and future moms out there!!
201544716410552000,With my brother @joshhansen100  
201151042161868000,Friday night is pony night!!! Amping 
200831390047158000,@DonJohnson101 happy birthday my man
200831240889303000,@DonJohnson101 I am thinking about putting a porno together.. The lead will be called Dong Johnson.. U down to finance and star?
200451293888790000,Keeping it heart healthy and classy tonight lol 
200406426139627000,Just did the wind tunnel getting ready for Saturdays jump!! 
200094085976031000,Crazy game.. Congrats Denver fans!! Till next game
200090918425067000,KOBE IS HANDS DOWN THE MAN!!!!!!
200090650488741000,This laker game is insane!!!!
200047571719303000,It was a beautiful day in Malibu today.. Hope you all had a nice day as well 
199738118620971000,Somebody is tired 
199712533249134000,Gus and I spooning :) he loves to cuddle  
199700568552386000,Hahah awe that's do cute @tackelberry and @dre_mataele  
199224035819798000,Just found this pic from yesterday... Great times with the boys in Newport  
198969500199165000,AhahahahahHhhHhhh @tackelberry killing it 
198964910431014000,@tackelberry throwing down the most epic mariachi solo ever!!! Hahaha  
198940181523480000,That mustache is rideable!! Chillin with @tackelberry and @dre_mataele  
198905729468469000,Happy cinco de mayo to all of you!! RAGE but stay responsible.. NO drinking and driving!!!
198902314013171000,In Newport Chillin for cinco de mayo... Pretty awesome around these parts 
198708817997987000,Hahaha @tackelberry being himself.. Pounding balsamico   
198703021838970000,Epic night with the boys  
198699403605839000,Shhhhh @eliwehbe and @iamjroc 
198697507461664000,Trying to sneak those glasses around @iamjroc got you SMYD @ryanlabbe hahaha 
198693253887967000,Haha @iamjroc in a serious bromance.. Cute boyfriend my man 
198241336145612000,Moving down PCH looking for overpriced sports cars to take advantage of 
198211340085637000,It's all about the Vitamin Barn... Talk about a natural high  
197823995154939000,Craziest shit I have ever seen... Addicted to drinking gasoline!!!  
197668316595228000,Cutest little cat ever :) 
197654382785990000,Late night snack :) 
197575723576328000,What the fuck is on @taylormosher s head!!! Haha 
197572243184824000,Somebody orders out a'lot and it's not me 
196831210155151000,Chocked out!! Hah @taylormosher  
196767523344089000,He is still going!!! Hahahaha 
